date,store,product_name,category,units_sold,unit_price_bdt,discount_pct,revenue_bdt,is_weekend,is_festival,festival_name,is_promotion,payment_method,customer_type
2024-01-02,Chattogram,Mineral Water 1L,Beverages,28,24.79,0.0,694.12,0,0,None,0,Nagad,Walk-in
2024-01-02,Chattogram,Panjabi (Ready-made),Fashion,5,925.73,0.0,4628.65,0,0,None,0,bKash,Walk-in
2024-01-02,Chattogram,Saree (Cotton),Fashion,4,1445.58,0.0,5782.32,0,0,None,0,Cash,Walk-in
2024-01-02,Chattogram,Rice (Miniket) 5kg,Grocery,16,417.62,0.0,6681.92,0,0,None,0,bKash,Walk-in
2024-01-02,Chattogram,Soybean Oil 5L,Grocery,11,821.46,0.0,9036.06,0,0,None,0,bKash,Regular
2024-01-02,Chattogram,Lentils (Masoor Dal) 1kg,Grocery,11,144.68,0.0,1591.48,0,0,None,0,Cash,Walk-in
2024-01-02,Chattogram,Sugar 1kg,Grocery,11,137.61,0.0,1513.71,0,0,None,0,Cash,Walk-in
2024-01-02,Chattogram,Tea (Ispahani) 400g,Grocery,8,268.39,0.0,2147.12,0,0,None,0,bKash,Regular
2024-01-02,Chattogram,Detergent Powder 1kg,Household,9,185.74,0.0,1671.66,0,0,None,0,bKash,Regular
2024-01-02,Chattogram,Toothpaste 100g,Personal Care,19,95.64,0.0,1817.16,0,0,None,0,Nagad,Regular
2024-01-02,Chattogram,Hand Sanitizer 200ml,Personal Care,8,119.8,0.0,958.4,0,0,None,0,bKash,Regular
2024-01-02,Chattogram,Instant Noodles (Pack),Snacks,34,20.19,0.0,686.46,0,0,None,0,bKash,Walk-in
2024-01-02,Chattogram,Biscuits (Family Pack),Snacks,12,86.98,0.0,1043.76,0,0,None,0,Cash,Walk-in
2024-01-02,Chattogram,Notebook (200 pages),Stationery,31,44.58,0.0,1381.98,0,0,None,0,Cash,Regular
2024-01-02,Dhanmondi,Soft Drink 1.5L,Beverages,23,108.44,0.0,2494.12,0,0,None,0,Nagad,Regular
2024-01-02,Dhanmondi,Mineral Water 1L,Beverages,38,24.92,0.0,946.96,0,0,None,0,bKash,Walk-in
2024-01-02,Dhanmondi,Panjabi (Ready-made),Fashion,6,919.99,0.0,5519.94,0,0,None,0,Cash,Wholesale
2024-01-02,Dhanmondi,Saree (Cotton),Fashion,5,1472.76,0.0,7363.8,0,0,None,0,Cash,Walk-in
2024-01-02,Dhanmondi,Rice (Miniket) 5kg,Grocery,22,415.26,0.0,9135.72,0,0,None,0,Cash,Walk-in
2024-01-02,Dhanmondi,Soybean Oil 5L,Grocery,11,823.37,0.0,9057.07,0,0,None,0,Cash,Walk-in
2024-01-02,Dhanmondi,Lentils (Masoor Dal) 1kg,Grocery,17,144.25,0.0,2452.25,0,0,None,0,bKash,Walk-in
2024-01-02,Dhanmondi,Sugar 1kg,Grocery,14,130.0,0.0,1820.0,0,0,None,0,Card,Walk-in
2024-01-02,Dhanmondi,Tea (Ispahani) 400g,Grocery,10,276.33,0.0,2763.3,0,0,None,0,bKash,Walk-in
2024-01-02,Dhanmondi,Detergent Powder 1kg,Household,16,166.14,0.0,2658.24,0,0,None,0,bKash,Regular
2024-01-02,Dhanmondi,Toothpaste 100g,Personal Care,18,93.94,0.0,1690.92,0,0,None,0,bKash,Walk-in
2024-01-02,Dhanmondi,Hand Sanitizer 200ml,Personal Care,12,114.48,0.0,1373.76,0,0,None,0,bKash,Walk-in
2024-01-02,Dhanmondi,Instant Noodles (Pack),Snacks,40,19.33,0.0,773.2,0,0,None,0,Nagad,Walk-in
2024-01-02,Dhanmondi,Biscuits (Family Pack),Snacks,27,85.29,0.0,2302.83,0,0,None,0,Nagad,Wholesale
2024-01-02,Dhanmondi,Notebook (200 pages),Stationery,51,45.59,0.0,2325.09,0,0,None,0,Nagad,Walk-in
2024-01-02,Gulshan,Soft Drink 1.5L,Beverages,20,108.05,0.0,2161.0,0,0,None,0,Cash,Walk-in
2024-01-02,Gulshan,Mineral Water 1L,Beverages,58,25.28,0.0,1466.24,0,0,None,0,bKash,Regular
2024-01-02,Gulshan,Panjabi (Ready-made),Fashion,9,928.81,0.0,8359.29,0,0,None,0,Card,Regular
2024-01-02,Gulshan,Saree (Cotton),Fashion,6,1400.48,0.0,8402.88,0,0,None,0,Card,Regular
2024-01-02,Gulshan,Rice (Miniket) 5kg,Grocery,20,432.47,0.0,8649.4,0,0,None,0,Cash,Regular
2024-01-02,Gulshan,Soybean Oil 5L,Grocery,13,859.16,0.0,11169.08,0,0,None,0,Cash,Regular
2024-01-02,Gulshan,Lentils (Masoor Dal) 1kg,Grocery,21,133.4,0.0,2801.4,0,0,None,0,Cash,Wholesale
2024-01-02,Gulshan,Sugar 1kg,Grocery,14,135.89,0.0,1902.46,0,0,None,0,Nagad,Regular
2024-01-02,Gulshan,Tea (Ispahani) 400g,Grocery,10,260.26,0.0,2602.6,0,0,None,0,bKash,Walk-in
2024-01-02,Gulshan,Detergent Powder 1kg,Household,16,185.77,0.0,2972.32,0,0,None,0,Card,Regular
2024-01-02,Gulshan,Toothpaste 100g,Personal Care,20,92.54,0.0,1850.8,0,0,None,0,Cash,Walk-in
2024-01-02,Gulshan,Hand Sanitizer 200ml,Personal Care,11,123.6,0.0,1359.6,0,0,None,0,bKash,Walk-in
2024-01-02,Gulshan,Instant Noodles (Pack),Snacks,55,20.69,0.0,1137.95,0,0,None,0,bKash,Walk-in
2024-01-02,Gulshan,Biscuits (Family Pack),Snacks,30,90.19,0.0,2705.7,0,0,None,0,Nagad,Walk-in
2024-01-02,Gulshan,Notebook (200 pages),Stationery,51,45.75,0.0,2333.25,0,0,None,0,Card,Regular
2024-01-02,Uttara,Soft Drink 1.5L,Beverages,24,112.74,0.0,2705.76,0,0,None,0,bKash,Regular
2024-01-02,Uttara,Mineral Water 1L,Beverages,26,23.25,0.0,604.5,0,0,None,0,Cash,Regular
2024-01-02,Uttara,Panjabi (Ready-made),Fashion,7,999.04,0.0,6993.28,0,0,None,0,bKash,Walk-in
2024-01-02,Uttara,Saree (Cotton),Fashion,3,1419.94,0.0,4259.82,0,0,None,0,Card,Regular
2024-01-02,Uttara,Rice (Miniket) 5kg,Grocery,23,414.23,0.0,9527.29,0,0,None,0,Cash,Walk-in
2024-01-02,Uttara,Soybean Oil 5L,Grocery,7,798.83,0.0,5591.81,0,0,None,0,bKash,Walk-in
2024-01-02,Uttara,Lentils (Masoor Dal) 1kg,Grocery,15,142.2,0.0,2133.0,0,0,None,0,Nagad,Walk-in
2024-01-02,Uttara,Sugar 1kg,Grocery,7,130.21,0.0,911.47,0,0,None,0,Cash,Regular
2024-01-02,Uttara,Tea (Ispahani) 400g,Grocery,10,261.08,0.0,2610.8,0,0,None,0,Cash,Regular
2024-01-02,Uttara,Detergent Powder 1kg,Household,10,181.07,0.0,1810.7,0,0,None,0,Nagad,Regular
2024-01-02,Uttara,Toothpaste 100g,Personal Care,15,98.86,0.0,1482.9,0,0,None,0,bKash,Regular
2024-01-02,Uttara,Hand Sanitizer 200ml,Personal Care,7,114.67,0.0,802.69,0,0,None,0,Cash,Walk-in
2024-01-02,Uttara,Instant Noodles (Pack),Snacks,44,19.58,0.0,861.52,0,0,None,0,Cash,Regular
2024-01-02,Uttara,Biscuits (Family Pack),Snacks,25,88.94,0.0,2223.5,0,0,None,0,Nagad,Walk-in
2024-01-02,Uttara,Notebook (200 pages),Stationery,40,44.18,0.0,1767.2,0,0,None,0,Cash,Wholesale
2024-01-03,Chattogram,Soft Drink 1.5L,Beverages,21,113.72,0.0,2388.12,0,0,None,0,Cash,Walk-in
2024-01-03,Chattogram,Mineral Water 1L,Beverages,25,26.1,0.0,652.5,0,0,None,0,Cash,Wholesale
2024-01-03,Chattogram,Panjabi (Ready-made),Fashion,6,983.85,0.0,5903.1,0,0,None,0,bKash,Regular
2024-01-03,Chattogram,Saree (Cotton),Fashion,3,1439.1,0.0,4317.3,0,0,None,0,bKash,Walk-in
2024-01-03,Chattogram,Rice (Miniket) 5kg,Grocery,18,391.63,0.0,7049.34,0,0,None,0,Cash,Walk-in
2024-01-03,Chattogram,Soybean Oil 5L,Grocery,5,806.01,0.0,4030.05,0,0,None,0,bKash,Walk-in
2024-01-03,Chattogram,Lentils (Masoor Dal) 1kg,Grocery,14,138.97,0.0,1945.58,0,0,None,0,Cash,Walk-in
2024-01-03,Chattogram,Sugar 1kg,Grocery,12,126.19,0.0,1514.28,0,0,None,0,Cash,Walk-in
2024-01-03,Chattogram,Tea (Ispahani) 400g,Grocery,7,265.05,0.0,1855.35,0,0,None,0,Cash,Walk-in
2024-01-03,Chattogram,Detergent Powder 1kg,Household,7,173.95,0.0,1217.65,0,0,None,0,Nagad,Walk-in
2024-01-03,Chattogram,Toothpaste 100g,Personal Care,14,94.47,0.0,1322.58,0,0,None,0,Card,Walk-in
2024-01-03,Chattogram,Hand Sanitizer 200ml,Personal Care,8,122.91,0.0,983.28,0,0,None,0,Cash,Regular
2024-01-03,Chattogram,Instant Noodles (Pack),Snacks,28,19.99,0.0,559.72,0,0,None,0,bKash,Walk-in
2024-01-03,Chattogram,Biscuits (Family Pack),Snacks,13,91.85,0.0,1194.05,0,0,None,0,Nagad,Regular
2024-01-03,Chattogram,Notebook (200 pages),Stationery,27,43.79,0.0,1182.33,0,0,None,0,Cash,Wholesale
2024-01-03,Dhanmondi,Soft Drink 1.5L,Beverages,42,104.83,9.4,3988.99,0,0,None,1,bKash,Regular
2024-01-03,Dhanmondi,Mineral Water 1L,Beverages,31,24.41,8.7,690.88,0,0,None,1,Nagad,Regular
2024-01-03,Dhanmondi,Panjabi (Ready-made),Fashion,7,924.67,11.0,5760.69,0,0,None,1,Card,Regular
2024-01-03,Dhanmondi,Saree (Cotton),Fashion,5,1437.81,7.9,6621.12,0,0,None,1,Cash,Wholesale
2024-01-03,Dhanmondi,Rice (Miniket) 5kg,Grocery,18,401.16,10.6,6455.47,0,0,None,1,Cash,Regular
2024-01-03,Dhanmondi,Soybean Oil 5L,Grocery,11,756.18,19.4,6704.29,0,0,None,1,Card,Regular
2024-01-03,Dhanmondi,Lentils (Masoor Dal) 1kg,Grocery,20,141.95,15.6,2396.12,0,0,None,1,bKash,Regular
2024-01-03,Dhanmondi,Sugar 1kg,Grocery,18,133.08,12.9,2086.43,0,0,None,1,Cash,Walk-in
2024-01-03,Dhanmondi,Tea (Ispahani) 400g,Grocery,16,272.71,13.3,3783.03,0,0,None,1,Nagad,Wholesale
2024-01-03,Dhanmondi,Detergent Powder 1kg,Household,17,178.63,16.4,2538.69,0,0,None,1,Cash,Walk-in
2024-01-03,Dhanmondi,Toothpaste 100g,Personal Care,26,96.89,17.7,2073.25,0,0,None,1,bKash,Regular
2024-01-03,Dhanmondi,Hand Sanitizer 200ml,Personal Care,17,119.69,18.6,1656.27,0,0,None,1,bKash,Regular
2024-01-03,Dhanmondi,Instant Noodles (Pack),Snacks,60,20.84,10.9,1114.11,0,0,None,1,Cash,Regular
2024-01-03,Dhanmondi,Biscuits (Family Pack),Snacks,36,94.22,7.3,3144.31,0,0,None,1,Cash,Wholesale
2024-01-03,Dhanmondi,Notebook (200 pages),Stationery,58,45.25,14.0,2257.07,0,0,None,1,Cash,Walk-in
2024-01-03,Gulshan,Soft Drink 1.5L,Beverages,36,108.09,0.0,3891.24,0,0,None,0,Cash,Regular
2024-01-03,Gulshan,Mineral Water 1L,Beverages,40,25.41,0.0,1016.4,0,0,None,0,Nagad,Walk-in
2024-01-03,Gulshan,Panjabi (Ready-made),Fashion,7,950.92,0.0,6656.44,0,0,None,0,bKash,Regular
2024-01-03,Gulshan,Saree (Cotton),Fashion,5,1377.6,0.0,6888.0,0,0,None,0,Card,Regular
2024-01-03,Gulshan,Rice (Miniket) 5kg,Grocery,24,401.67,0.0,9640.08,0,0,None,0,bKash,Walk-in
2024-01-03,Gulshan,Soybean Oil 5L,Grocery,12,839.05,0.0,10068.6,0,0,None,0,Nagad,Wholesale
2024-01-03,Gulshan,Lentils (Masoor Dal) 1kg,Grocery,17,135.5,0.0,2303.5,0,0,None,0,Cash,Regular
2024-01-03,Gulshan,Sugar 1kg,Grocery,12,126.73,0.0,1520.76,0,0,None,0,Nagad,Wholesale
2024-01-03,Gulshan,Tea (Ispahani) 400g,Grocery,9,261.94,0.0,2357.46,0,0,None,0,Nagad,Regular
2024-01-03,Gulshan,Detergent Powder 1kg,Household,10,182.91,0.0,1829.1,0,0,None,0,Cash,Regular
2024-01-03,Gulshan,Toothpaste 100g,Personal Care,15,96.27,0.0,1444.05,0,0,None,0,Card,Regular
2024-01-03,Gulshan,Hand Sanitizer 200ml,Personal Care,12,120.87,0.0,1450.44,0,0,None,0,Cash,Regular
2024-01-03,Gulshan,Instant Noodles (Pack),Snacks,48,19.01,0.0,912.48,0,0,None,0,Cash,Regular
2024-01-03,Gulshan,Biscuits (Family Pack),Snacks,26,92.19,0.0,2396.94,0,0,None,0,bKash,Wholesale
2024-01-03,Gulshan,Notebook (200 pages),Stationery,36,41.74,0.0,1502.64,0,0,None,0,Cash,Regular
2024-01-03,Uttara,Soft Drink 1.5L,Beverages,24,104.42,0.0,2506.08,0,0,None,0,Nagad,Walk-in
2024-01-03,Uttara,Mineral Water 1L,Beverages,33,24.94,0.0,823.02,0,0,None,0,Cash,Walk-in
2024-01-03,Uttara,Panjabi (Ready-made),Fashion,6,973.28,0.0,5839.68,0,0,None,0,bKash,Wholesale
2024-01-03,Uttara,Saree (Cotton),Fashion,3,1381.71,0.0,4145.13,0,0,None,0,Cash,Regular
2024-01-03,Uttara,Rice (Miniket) 5kg,Grocery,12,416.09,0.0,4993.08,0,0,None,0,Cash,Regular
2024-01-03,Uttara,Soybean Oil 5L,Grocery,8,844.43,0.0,6755.44,0,0,None,0,Cash,Regular
2024-01-03,Uttara,Lentils (Masoor Dal) 1kg,Grocery,16,148.62,0.0,2377.92,0,0,None,0,Cash,Walk-in
2024-01-03,Uttara,Sugar 1kg,Grocery,12,132.4,0.0,1588.8,0,0,None,0,Card,Regular
2024-01-03,Uttara,Tea (Ispahani) 400g,Grocery,6,261.28,0.0,1567.68,0,0,None,0,Card,Walk-in
2024-01-03,Uttara,Detergent Powder 1kg,Household,12,177.18,0.0,2126.16,0,0,None,0,Nagad,Regular
2024-01-03,Uttara,Toothpaste 100g,Personal Care,16,92.97,0.0,1487.52,0,0,None,0,Cash,Walk-in
2024-01-03,Uttara,Hand Sanitizer 200ml,Personal Care,9,128.58,0.0,1157.22,0,0,None,0,bKash,Regular
2024-01-03,Uttara,Instant Noodles (Pack),Snacks,39,21.0,0.0,819.0,0,0,None,0,Cash,Walk-in
2024-01-03,Uttara,Biscuits (Family Pack),Snacks,23,87.65,0.0,2015.95,0,0,None,0,bKash,Walk-in
2024-01-03,Uttara,Notebook (200 pages),Stationery,43,44.38,0.0,1908.34,0,0,None,0,Card,Walk-in
2024-01-04,Chattogram,Soft Drink 1.5L,Beverages,21,105.5,0.0,2215.5,0,0,None,0,Cash,Walk-in
2024-01-04,Chattogram,Mineral Water 1L,Beverages,35,25.03,0.0,876.05,0,0,None,0,Cash,Regular
2024-01-04,Chattogram,Panjabi (Ready-made),Fashion,5,968.01,0.0,4840.05,0,0,None,0,bKash,Regular
2024-01-04,Chattogram,Saree (Cotton),Fashion,3,1379.72,0.0,4139.16,0,0,None,0,Cash,Wholesale
2024-01-04,Chattogram,Rice (Miniket) 5kg,Grocery,12,418.89,0.0,5026.68,0,0,None,0,Cash,Walk-in
2024-01-04,Chattogram,Soybean Oil 5L,Grocery,9,852.07,0.0,7668.63,0,0,None,0,bKash,Walk-in
2024-01-04,Chattogram,Lentils (Masoor Dal) 1kg,Grocery,13,138.51,0.0,1800.63,0,0,None,0,Cash,Wholesale
2024-01-04,Chattogram,Sugar 1kg,Grocery,11,115.77,0.0,1273.47,0,0,None,0,bKash,Walk-in
2024-01-04,Chattogram,Tea (Ispahani) 400g,Grocery,8,250.93,0.0,2007.44,0,0,None,0,Cash,Walk-in
2024-01-04,Chattogram,Detergent Powder 1kg,Household,10,183.33,0.0,1833.3,0,0,None,0,Cash,Regular
2024-01-04,Chattogram,Toothpaste 100g,Personal Care,15,93.82,0.0,1407.3,0,0,None,0,bKash,Walk-in
2024-01-04,Chattogram,Hand Sanitizer 200ml,Personal Care,7,114.49,0.0,801.43,0,0,None,0,Cash,Regular
2024-01-04,Chattogram,Instant Noodles (Pack),Snacks,31,21.35,0.0,661.85,0,0,None,0,Nagad,Regular
2024-01-04,Chattogram,Biscuits (Family Pack),Snacks,24,90.35,0.0,2168.4,0,0,None,0,bKash,Regular
2024-01-04,Chattogram,Notebook (200 pages),Stationery,38,46.77,0.0,1777.26,0,0,None,0,bKash,Regular
2024-01-04,Dhanmondi,Soft Drink 1.5L,Beverages,28,115.93,0.0,3246.04,0,0,None,0,bKash,Walk-in
2024-01-04,Dhanmondi,Mineral Water 1L,Beverages,42,25.03,0.0,1051.26,0,0,None,0,bKash,Regular
2024-01-04,Dhanmondi,Panjabi (Ready-made),Fashion,5,959.82,0.0,4799.1,0,0,None,0,Nagad,Regular
2024-01-04,Dhanmondi,Saree (Cotton),Fashion,5,1394.45,0.0,6972.25,0,0,None,0,Card,Walk-in
2024-01-04,Dhanmondi,Rice (Miniket) 5kg,Grocery,28,442.49,0.0,12389.72,0,0,None,0,bKash,Regular
2024-01-04,Dhanmondi,Soybean Oil 5L,Grocery,13,845.93,0.0,10997.09,0,0,None,0,bKash,Walk-in
2024-01-04,Dhanmondi,Lentils (Masoor Dal) 1kg,Grocery,18,143.11,0.0,2575.98,0,0,None,0,Cash,Walk-in
2024-01-04,Dhanmondi,Sugar 1kg,Grocery,9,130.33,0.0,1172.97,0,0,None,0,Cash,Regular
2024-01-04,Dhanmondi,Tea (Ispahani) 400g,Grocery,13,273.49,0.0,3555.37,0,0,None,0,Cash,Regular
2024-01-04,Dhanmondi,Detergent Powder 1kg,Household,12,175.97,0.0,2111.64,0,0,None,0,bKash,Walk-in
2024-01-04,Dhanmondi,Toothpaste 100g,Personal Care,18,89.91,0.0,1618.38,0,0,None,0,Cash,Regular
2024-01-04,Dhanmondi,Hand Sanitizer 200ml,Personal Care,11,123.69,0.0,1360.59,0,0,None,0,Cash,Regular
2024-01-04,Dhanmondi,Instant Noodles (Pack),Snacks,57,20.01,0.0,1140.57,0,0,None,0,Cash,Regular
2024-01-04,Dhanmondi,Biscuits (Family Pack),Snacks,27,90.16,0.0,2434.32,0,0,None,0,Card,Walk-in
2024-01-04,Dhanmondi,Notebook (200 pages),Stationery,41,44.73,0.0,1833.93,0,0,None,0,Nagad,Walk-in
2024-01-04,Gulshan,Soft Drink 1.5L,Beverages,43,109.69,0.0,4716.67,0,0,None,0,bKash,Walk-in
2024-01-04,Gulshan,Mineral Water 1L,Beverages,72,25.64,0.0,1846.08,0,0,None,0,bKash,Regular
2024-01-04,Gulshan,Panjabi (Ready-made),Fashion,7,952.39,0.0,6666.73,0,0,None,0,Cash,Walk-in
2024-01-04,Gulshan,Saree (Cotton),Fashion,4,1382.91,0.0,5531.64,0,0,None,0,bKash,Walk-in
2024-01-04,Gulshan,Rice (Miniket) 5kg,Grocery,21,423.92,0.0,8902.32,0,0,None,0,bKash,Regular
2024-01-04,Gulshan,Soybean Oil 5L,Grocery,14,801.63,0.0,11222.82,0,0,None,0,Cash,Walk-in
2024-01-04,Gulshan,Lentils (Masoor Dal) 1kg,Grocery,14,131.11,0.0,1835.54,0,0,None,0,Nagad,Regular
2024-01-04,Gulshan,Sugar 1kg,Grocery,16,129.54,0.0,2072.64,0,0,None,0,Nagad,Regular
2024-01-04,Gulshan,Tea (Ispahani) 400g,Grocery,13,272.18,0.0,3538.34,0,0,None,0,Cash,Wholesale
2024-01-04,Gulshan,Detergent Powder 1kg,Household,13,177.36,0.0,2305.68,0,0,None,0,Cash,Walk-in
2024-01-04,Gulshan,Toothpaste 100g,Personal Care,20,95.04,0.0,1900.8,0,0,None,0,Cash,Regular
